4  0.0035 0.0021 0.0018 0.0041 0.0011 0.0017 0.0022 0.0029
5  0.02200 0.0126 0.0095 0.0095 0.0068 0.0064 0.0085 0.0121
6  0.1443 0.0818 0.0627 0.0496 0.0424 0.0433 0.0301 0.0344
7  0.9427 0.5307 0.4185 0.2900 0.2784 0.2743 0.1686 0.2164
8  6.1669 3.4615 2.6376 1.8708 1.7527 1.8233 1.1677 1.1267
9  39.7422 22.1848 16.6265 11.7097 11.7283 11.0918 9.6578 8.8622
10 254.9565 142.3800 105.7949 78.3599 75.9025 70.0235 42.3355 44.0685
