1  39.7422  39.7422  1.000  1.000
2  39.7422  22.1848  0.896  1.792
3  39.7422  16.6265  0.797  2.391
4  39.7422  11.7097  0.848  3.392
5  39.7422  11.7283  0.678  3.39
6  39.7422  11.0918  0.597  3.582
7  39.7422  6.6578  0.587  4.109
8  39.7422  6.8622  0.560  4.48
